,ADDRESS,CITY,"ZIP CODE",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
529,"234 SW 19th Rd",Miami,33129,25.758589,-80.201919,1,rooftop,234,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
530,"901 BRICKELL KEY BL",Miami,33131,25.764828,-80.189567,1,range_interpolation,901,"Brickell Key Dr",Miami,FL,"Miami-Dade County",33131,US,"TIGER/Line® dataset from the US Census Bureau"
531,"225 SW 20 RD",Miami,33129,25.758116,-80.202047,1,rooftop,225,"SW 20th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
532,"1900 SW 2nd Ave",Miami,33129,25.758156,-80.201621,1,rooftop,1900,"SW 2nd Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
533,"369 SW 19th Rd",Miami,33129,25.76071,-80.202952,1,rooftop,369,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
534,"229 SW 19TH RD",Miami,33129,25.758435,-80.201029,1,rooftop,229,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
535,"423 SW 19 RD",Miami,33129,25.760985,-80.203643,1,rooftop,423,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,Statewide2
536,"495 BRICKELL AV",Miami,33131,25.768309,-80.18853,1,rooftop,495,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
537,"1830 SW 2nd Ct",Miami,33129,25.759388,-80.200965,1,rooftop,1830,"SW 2nd Ct",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
538,"950 Brickell Bay Dr",Miami,33131,25.76501,-80.190169,1,rooftop,950,"Brickell Bay Dr",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
539,"1898 SW 4th Ave",Miami,33129,25.761031,-80.203206,1,rooftop,1898,"SW 4th Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
540,"362 SW 18 TE",Miami,33129,25.760867,-80.202557,0.6,rooftop,362,"SW 18th Ter",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
541,"253 SW 19th Rd",Miami,33129,25.758872,-80.201396,1,rooftop,253,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
542,"435 SW 19th Rd",Miami,33129,25.761467,-80.203578,1,rooftop,435,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
543,"888 BRICKELL KEY DR",Miami,33131,25.76927,-80.184913,1,rooftop,888,"Brickell Key Dr",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
544,"475 BRICKELL AV",Miami,33131,25.769084,-80.188605,1,rooftop,475,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
545,"1600 SW 1 Av",Miami,33129,25.759724,-80.197269,1,rooftop,1600,"SW 1st Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
546,"420 SW 18th Rd",Miami,33129,25.762042,-80.20226,1,rooftop,420,"SW 18th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
547,"219 SW 19 RD",Miami,33129,25.758321,-80.200939,1,rooftop,219,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
548,"450 SW 18th Ter",Miami,33129,25.761909,-80.203441,1,rooftop,450,"SW 18th Ter",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
549,"250 SW 19 RD",Miami,33129,25.758809,-80.202129,1,rooftop,250,"SW 19th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
550,"1100 S MIAMI AVE",Miami,33130,25.763254,-80.193436,1,rooftop,1100,"S Miami Ave",Miami,FL,"Miami-Dade County",33130,US,"Miami-Dade County"
551,"55 SE 6 ST",Miami,33131,25.768223,-80.191396,1,rooftop,55,"SE 6th St",Miami,FL,"Miami-Dade County",33131,US,Statewide2
552,"500 Brickell",Miami,33131,25.768294,-80.190315,1,range_interpolation,500,"Brickell Ct",Miami,FL,"Miami-Dade County",33131,US,"TIGER/Line® dataset from the US Census Bureau"
553,"356 SW 18TH TER",Miami,33129,25.760654,-80.202378,1,rooftop,356,"SW 18th Ter",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
554,"45 SW 9th St",Miami,33130,25.765582,-80.19409,1,range_interpolation,45,"SW 9th St",Miami,FL,"Miami-Dade County",33130,US,"TIGER/Line® dataset from the US Census Bureau"
555,"1844 SW 2nd Ct",Miami,33129,25.759305,-80.201085,1,rooftop,1844,"SW 2nd Ct",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
556,"60 SW 13 ST",Miami,33130,25.761093,-80.19446,1,rooftop,60,"SW 13th St",Miami,FL,"Miami-Dade County",33130,US,"Miami-Dade County"
557,"485 Brickell Ave",Miami,33131,25.768746,-80.189522,1,rooftop,485,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
558,"1420 Brickell Bay Dr",Miami,33131,25.758409,-80.189526,1,rooftop,1420,"Brickell Bay Dr",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
559,"185 SW 7 ST",Miami,33130,25.76827,-80.197037,1,rooftop,185,"SW 7th St",Miami,FL,"Miami-Dade County",33130,US,"Miami-Dade County"
560,"485 BRICKELL AV","Unincorporated Dade County",33131,25.768746,-80.189522,1,rooftop,485,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
561,"1111 SW 1 AV",Miami,33130,25.76299,-80.19512,1,rooftop,1111,"SW 1st Ave",Miami,FL,"Miami-Dade County",33130,US,Statewide2
562,"465 Brickell Ave",Miami,33131,25.768956,-80.188899,1,rooftop,465,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
563,"41 SE 5th St",Miami,33131,25.769112,-80.191786,1,rooftop,41,"SE 5th St",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
564,"366 SW 18 RD",Miami,33129,25.761431,-80.201734,0.6,rooftop,366,"SW 18th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
565,"1050 BRICKELL AV",Miami,33131,25.763279,-80.192195,1,rooftop,1050,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
566,"1430 Brickell Bay Drive",Miami,33131,25.757772,-80.189716,1,rooftop,1430,"Brickell Bay Dr",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
567,"240 SW 15th Rd",Miami,33129,25.760689,-80.198016,1,rooftop,240,"SW 15th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
568,"1250 S Miami Ave",Miami,33130,25.7621,-80.193556,1,rooftop,1250,"S Miami Ave",Miami,FL,"Miami-Dade County",33130,US,"Miami-Dade County"
569,"240 SW 15 RD",Miami,33131,25.760689,-80.198016,0.9,rooftop,240,"SW 15th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
570,"1611 SW 2 CT",Miami,33129,25.760415,-80.198446,1,rooftop,1611,"SW 2nd Ct",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
571,"240 SW 15 RD",Miami,33129,25.760689,-80.198016,1,rooftop,240,"SW 15th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
572,"123 SW 17th Rd",Miami,33129,25.759644,-80.19805,1,rooftop,123,"SW 17th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
573,"951 BRICKELL AV",Miami,33131,25.764599,-80.190711,1,rooftop,951,"Brickell Ave",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
574,"123 SW 17 RD",Miami,33129,25.759644,-80.19805,1,rooftop,123,"SW 17th Rd",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
575,"701 BRICKELL KEY BL",Miami,33131,25.76612,-80.185091,1,range_interpolation,701,"Brickell Key Dr",Miami,FL,"Miami-Dade County",33131,US,"TIGER/Line® dataset from the US Census Bureau"
576,"1611 SW 2nd Ct",Miami,33129,25.760415,-80.198446,1,rooftop,1611,"SW 2nd Ct",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
577,"690 SW 1st Ct",Miami,33130,25.768103,-80.196049,1,rooftop,690,"SW 1st Ct",Miami,FL,"Miami-Dade County",33130,US,"Miami-Dade County"
578,"2021 SW 3 AV",Miami,33129,25.758225,-80.203438,1,rooftop,2021,"SW 3rd Ave",Miami,FL,"Miami-Dade County",33129,US,"Miami-Dade County"
579,"770 CLAUGHTON ISLAND DR",Miami,33131,25.766004,-80.184182,1,rooftop,770,"Claughton Island Dr",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
580,"690 SW 1 CT",Miami,33130,25.768103,-80.196049,1,rooftop,690,"SW 1st Ct",Miami,FL,"Miami-Dade County",33130,US,"Miami-Dade County"
581,"1200 BRICKELL BAY DR",Miami,33131,25.761639,-80.190312,1,rooftop,1200,"Brickell Bay Dr",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
582,"1430 Brickell Bay",Miami,33131,25.757772,-80.189716,1,rooftop,1430,"Brickell Bay Dr",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
583,"1430 BRICKELL BAY DR",Miami,33131,25.757772,-80.189716,1,rooftop,1430,"Brickell Bay Dr",Miami,FL,"Miami-Dade County",33131,US,"Miami-Dade County"
584,"475 SW 7 ST",Miami,33130,25.767338,-80.202324,1,rooftop,475,"SW 7th St",Miami,FL,"Miami-Dade County",33130,US,"Miami-Dade County"
585,"46 Star Island Dr","Miami Beach",33139,25.780675,-80.151156,1,rooftop,46,"Star Island Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
586,"2920 N Bay Rd","Miami Beach",33140,25.805813,-80.140447,1,rooftop,2920,"N Bay Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
587,"1 Star Island Dr","Miami Beach",33139,25.774637,-80.151027,1,rooftop,1,"Star Island Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
588,"29 Star Island Dr","Miami Beach",33139,25.77863,-80.149873,1,rooftop,29,"Star Island Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
589,"30 PALM AV","Miami Beach",33139,25.777546,-80.158118,1,rooftop,30,"Palm Ave","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
590,"370 S Hibiscus Dr","Miami Beach",33139,25.783894,-80.16402,1,rooftop,370,"S Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
591,"16 PALM AVE","Miami Beach",33139,25.777165,-80.157561,1,rooftop,16,"Palm Ave","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
592,"10 PALM AVENUE","Miami Beach",33139,25.777247,-80.15711,1,rooftop,10,"Palm Ave","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
593,"101 N Hibiscus Dr","Miami Beach",33139,25.782782,-80.157726,1,rooftop,101,"N Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
594,"921 N Venetian Dr",Miami,33139,25.790887,-80.176201,1,rooftop,921,"N Venetian Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
595,"2700 N Bay Rd","Miami Beach",33140,25.804178,-80.139734,1,rooftop,2700,"N Bay Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
596,"941 N Venetian Dr",Miami,33139,25.790869,-80.175391,1,rooftop,941,"N Venetian Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
597,"825 E Dilido Dr","Miami Beach",33139,25.79521,-80.158638,1,rooftop,825,"E Di Lido Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
598,"2142 Bay Ave","Miami Beach",33140,25.797857,-80.145842,1,rooftop,2142,"Bay Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
599,"1835 W 27th St","Miami Beach",33140,25.802848,-80.147142,1,rooftop,1835,"W 27th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
600,"1633 N View Dr","Miami Beach",33140,25.805864,-80.14511,1,rooftop,1633,"N View Dr","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
601,"802 W Dilido Dr","Miami Beach",33139,25.794388,-80.159989,1,rooftop,802,"W Di Lido Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
602,"35 E Dilido Dr","Miami Beach",33139,25.787021,-80.158038,1,rooftop,35,"E Di Lido Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
603,"38 S Hibiscus Dr","Miami Beach",33139,25.780848,-80.156925,1,rooftop,38,"S Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
604,"1475 N View Dr","Miami Beach",33140,25.806029,-80.143206,1,rooftop,1475,"N View Dr","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
605,"1511 W 27th St","Miami Beach",33140,25.802908,-80.143322,1,rooftop,1511,"W 27th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
606,"34 Star Island Dr","Miami Beach",33139,25.777249,-80.14967,1,rooftop,34,"Star Island Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
607,"27 E Dilido Dr","Miami Beach",33139,25.786685,-80.158237,1,rooftop,27,"E Di Lido Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
608,"100 W San Marino Dr","Miami Beach",33139,25.789225,-80.163654,1,rooftop,100,"W San Marino Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
609,"1350 W 29th St","Miami Beach",33140,25.804895,-80.140815,1,rooftop,1350,"W 29th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
610,"2050 N Bay Rd","Miami Beach",33140,25.798179,-80.140297,1,rooftop,2050,"N Bay Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
611,"1525 W 24th St","Miami Beach",33140,25.800032,-80.14354,1,rooftop,1525,"W 24th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
612,"1401 W 27th St","Miami Beach",33140,25.802932,-80.142405,1,rooftop,1401,"W 27th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
613,"1433 W 22nd St","Miami Beach",33140,25.798113,-80.14266,1,rooftop,1433,"W 22nd St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
614,"160 S Hibiscus Dr","Miami Beach",33139,25.781891,-80.159609,1,rooftop,160,"S Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
615,"14 W San Marino Dr","Miami Beach",33139,25.788311,-80.163162,1,rooftop,14,"W San Marino Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
616,"1142 N Venetian Dr","Miami Beach",33139,25.790735,-80.171909,1,rooftop,1142,"N Venetian Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
617,"55 Palm Avenue","Miami Beach",33139,25.778945,-80.158406,1,rooftop,55,"Palm Ave","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
618,"166 Palm Ave","Miami Beach",33139,25.779684,-80.163071,1,rooftop,166,"Palm Ave","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
619,"500 W Dilido Dr","Miami Beach",33139,25.791894,-80.159847,1,rooftop,500,"W Di Lido Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
620,"369 N Hibiscus Dr","Miami Beach",33139,25.785144,-80.163208,1,rooftop,369,"N Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
621,"70 Palm Ave","Miami Beach",33139,25.778142,-80.159504,1,rooftop,70,"Palm Ave","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
622,"93 Palm Ave","Miami Beach",33139,25.779537,-80.159773,1,rooftop,93,"Palm Ave","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
623,"24 Palm Ave","Miami Beach",33139,25.777328,-80.157907,1,rooftop,24,"Palm Ave","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
624,"120 W Rivo Alto Dr","Miami Beach",33139,25.789919,-80.155781,1,rooftop,120,"W Rivo Alto Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
625,"1215 N Venetian Way",Miami,33139,25.790825,-80.17073,1,rooftop,1215,"N Venetian Way","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
626,"421 N Hibiscus","Miami Beach",33139,25.78563,-80.164553,1,rooftop,421,"N Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
627,"1260 S Venetian Wy","Miami Beach",33139,25.789741,-80.169382,1,rooftop,1260,"S Venetian Way","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
628,"121 N Hibiscus Dr","Miami Beach",33139,25.782891,-80.157976,1,rooftop,121,"N Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
629,"6 S Hibiscus Dr","Miami Beach",33139,25.780921,-80.156055,1,rooftop,6,"S Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
630,"401 E Rivo Alto Dr","Miami Beach",33139,25.793138,-80.154379,1,rooftop,401,"E Rivo Alto Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
631,"709 E DILIDO DR","Miami Beach",33139,25.79379,-80.158387,1,rooftop,709,"E Di Lido Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
632,"851 N Venetian Dr",Miami,33139,25.790831,-80.1781,1,rooftop,851,"N Venetian Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
633,"142 Palm Ave","Miami Beach",33139,25.779207,-80.161973,1,rooftop,142,"Palm Ave","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
634,"70 W San Marino Dr","Miami Beach",33139,25.789063,-80.163644,1,rooftop,70,"W San Marino Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
635,"1615 N View Dr","Miami Beach",33140,25.80595,-80.144792,1,rooftop,1615,"N View Dr","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
636,"2288 Sunset Dr","Miami Beach",33140,25.798741,-80.14431,1,rooftop,2288,"Sunset Dr","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
637,"125 Palm Avenue","Miami Beach",33139,25.780012,-80.16087,1,rooftop,125,"Palm Ave","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
638,"321 E Dilido Dr","Miami Beach",33139,25.789809,-80.158155,1,rooftop,321,"E Di Lido Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
639,"2581 Lake Ave","Miami Beach",33140,25.802941,-80.142083,1,rooftop,2581,"Lake Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
640,"394 S HIBISCUS DR","Miami Beach",33139,25.784064,-80.164408,1,rooftop,394,"S Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
641,"1051 N Venetian",Miami,33139,25.791032,-80.173653,0.6,rooftop,1051,"N Venetian Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
642,"1440 W 23rd St","Miami Beach",33140,25.798869,-80.142864,1,rooftop,1440,"W 23rd St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
643,"1554 W 25th St","Miami Beach",33140,25.800956,-80.143834,1,rooftop,1554,"W 25th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
644,"280 S HIBISCUS DR","Miami Beach",33139,25.78311,-80.162195,1,rooftop,280,"S Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
645,"190 S Hibiscus Dr","Miami Beach",33139,25.782287,-80.160197,1,rooftop,190,"S Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
646,"50 S Pointe Dr","Miami Beach",33139,25.767864,-80.132822,1,rooftop,50,"S Pointe Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
647,"424 W Rivo Alto Dr","Miami Beach",33139,25.793716,-80.155925,1,rooftop,424,"W Rivo Alto Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
648,"430 W Dilido Dr","Miami Beach",33139,25.791067,-80.1598,1,rooftop,430,"W Di Lido Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
649,"1376 S Venetian Way",Miami,33139,25.789854,-80.16717,1,rooftop,1376,"S Venetian Way","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
650,"280 S Coconut Ln","Miami Beach",33139,25.781081,-80.16697,1,rooftop,280,"S Coconut Ln","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
651,"94 S Hibiscus Dr","Miami Beach",33139,25.781395,-80.158256,1,rooftop,94,"S Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
652,"2621 Flamingo Dr","Miami Beach",33140,25.803348,-80.127441,1,rooftop,2621,"Flamingo Dr","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
653,"65 S Hibiscus Dr","Miami Beach",33139,25.781638,-80.157392,1,rooftop,65,"S Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
654,"1611 W 24th St","Miami Beach",33140,25.800016,-80.144336,1,rooftop,1611,"W 24th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
655,"2 S Hibiscus Dr","Miami Beach",33139,25.781068,-80.155906,1,rooftop,2,"S Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
656,"1510 W 23rd St","Miami Beach",33140,25.798855,-80.14341,1,rooftop,1510,"W 23rd St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
657,"2001 Lake Ave","Miami Beach",33140,25.796888,-80.141661,1,rooftop,2001,"Lake Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
658,"1630 W 21 ST","Miami Beach",33140,25.796672,-80.144973,1,rooftop,1630,"W 21st St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
659,"340 S HIBISCUS DR","Miami Beach",33139,25.78361,-80.163359,1,rooftop,340,"S Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
660,"91 N Hibiscus Dr","Miami Beach",33139,25.78264,-80.157407,1,rooftop,91,"N Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
661,"1413 N Venetian Way",Miami,33139,25.791387,-80.166813,1,rooftop,1413,"N Venetian Way","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
662,"184 S Hibiscus Dr","Miami Beach",33139,25.78225,-80.160017,1,rooftop,184,"S Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
663,"114 W San Marino Dr","Miami Beach",33139,25.789393,-80.163664,1,rooftop,114,"W San Marino Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
664,"425 E Dilido Dr","Miami Beach",33139,25.790813,-80.158209,1,rooftop,425,"E Di Lido Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
665,"420 N Hibiscus Dr","Miami Beach",33139,25.785056,-80.164653,1,rooftop,420,"N Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
666,"1431 W 22 ST","Miami Beach",33140,25.798118,-80.142427,1,rooftop,1431,"W 22nd St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
667,"1269 N Venetian Way",Miami,33139,25.791184,-80.169378,1,rooftop,1269,"N Venetian Way","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
668,"1401 W 22nd St","Miami Beach",33140,25.798125,-80.1422,1,rooftop,1401,"W 22nd St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
669,"120 N Hibiscus Dr","Miami Beach",33139,25.782472,-80.158404,1,rooftop,120,"N Hibiscus Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
670,"254 Palm Av","Miami Beach",33139,25.781139,-80.165884,1,rooftop,254,"Palm Ave","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
671,"445 E Dilido Dr","Miami Beach",33139,25.791459,-80.158258,1,rooftop,445,"E Di Lido Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
672,"211 E Rivo Alto Dr","Miami Beach",33139,25.7905,-80.154217,1,rooftop,211,"E Rivo Alto Dr","Miami Beach",FL,"Miami-Dade County",33139,US,"Miami-Dade County"
